Sample Name,WGS84-long,WGS84-lat,Elevation(m),Rock Type,Sample Description,Sample Age,Uncertainty (+),Uncertainty (-),Age Interpretation,Isotopic System,Mineral Analyzed,Method,Lab,Primary Reference,Authors
MMI16-29-05,-134.4091209,59.85670028,,volcanic,Biotite quartz diorite at Mount Lanning,56.12,0.29,0.29,cooling,Ar-Ar,biotite,Laser step heating,University of Manitoba Geochronology Lab in Winnipeg,BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
MMI16-14-9,-134.0404156,59.78379352,,volcanic,Lamprophyre dikes,174,2.7,2.7,cooling,Ar-Ar,hornblende,Laser step heating,University of Manitoba Geochronology Lab in Winnipeg,BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
MTS16-24-23,-134.2371496,59.8397605,,volcanic,Lamprophyre dikes,163.6,2.2,2.2,cooling,Ar-Ar,biotite,Laser step heating,University of Manitoba Geochronology Lab in Winnipeg,BCGS Geofile GF2018-03,"Mihalynuk, M.G., Friedman, R.M., Joyce, N.,  Camacho, A. and Zagorevski, A."
HFBL02-2003,-126.7378427,52.96047943,,volcanic,quarts-dacite lapilli tuff,191,12,12,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBM02-3020,-126.725959,52.16771198,,plutonic,tonalite,189,0.8,0.8,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
GJP-27,-127.0560071,52.62300023,,plutonic,diorite,182.4,4.7,4.7,crystallization,U-Pb,zircon,LA-ICP-MS,University of Arizona,BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBL02-1604-1,-126.5507229,52.29125924,,plutonic,foliated biotite tonalite,181.9,0.8,0.8,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFB03-0508-1,-126.7421599,52.64901151,,volcanic,quartz-rich crystal lithic tuff,181.6,1,1,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBM02-1405-1,-126.5438634,52.97988007,,volcanic,crystal-lithic lapilli tuff,176.5,0.6,0.6,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCBD01-0605,-126.3795075,52.58070823,,volcanic,aphanitic dacite flow dome,171.6,2.3,2.3,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBL02-1404-1,-126.460617,52.57575006,,volcanic,quartz-rhyolite flow,170.2,1.4,1.4,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCB01-4104/VN01-B05,-126.6960314,52.59363219,,sedimentary,wacke with granitic detritus,180-138 with peak ca. 160,,,maximum depositional,U-Pb,detrital zircon,LA-ICP-MS,Geological Survey of Canada,BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCBD01-2502,-126.4300752,52.63303781,,volcanic,rhyolite ash-flow tuff,164.7,2,2,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCB00-0707-1,-126.4133588,52.5851938,,volcanic,Dacitic breccia,163.7,0.4,0.4,crystallization,U-Pb,zircon,LA-ICP-MS,Geological Survey of Canada,BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBL02-3001-3,-126.4160614,52.69423155,,plutonic,Biotite granodiorite,162.4,1.3,0.6,crystallization,Ar-Ar,k-fspar,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
04-M-213,-126.9697626,52.99337686,,plutonic,Hornblende-biotite granodiorite,149.1,0.5,0.5,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBL02-0601-1,-126.6142308,52.81172118,,plutonic,Hornblende-biotite granodiorite,149,1,1,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBL02-3004-2,-126.556607,52.69180902,,plutonic,K-mega granodiorite,148.6,0.6,0.6,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCBM01-1405-1,-126.7815127,52.66191194,,plutonic,Quartz-phyric granodiorite,141,1,1,cooling,Ar-Ar,hornblende/biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCBD01-1803-2,-126.8116888,52.45103074,,volcanic,Quartz-phyric rhyolite dyke,140,1,1,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBWV02-0905,-126.51809,52.17110047,,plutonic,Tonalite,118.8,0.4,0.4,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCBD01-0402,-126.3822564,52.56629109,,volcanic,Rhyodacite lapilli tuff,>113,,,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
79-JBM-05,-126.4903961,52.478674,,volcanic,Welded tuff,112.8,1.5,1.5,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCBD01-2803-1,-126.9503813,52.49168625,,volcanic,Hornblende andesite tuff,110.6 (considered unreliable),2.6,2.6,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBWV02-0803-2,-126.1279238,52.32474246,,plutonic,Granite,110.3,0.5,0.5,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCBD01-0406,-126.3946535,52.56303963,,volcanic,Augite-hornblende phyric andesite,104.6,2.5,2.5,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFBL02-1704-1,-126.5573888,52.30736815,,plutonic,Biotite tonalite,95.1,0.76,0.76,cooling,Ar-Ar,biotite,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
HFB02-0101-2,-126.644417,52.3108992,,plutonic,Biotite granodiorite,86.9,0.9,0.9,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
GJP-23,-127.2469936,52.5480007,,plutonic,2-mica granite,82.8,2.8,2.8,crystallization,U-Pb,zircon,LA-ICP-MS,University of Arizona,BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCB00-0505-1,-126.3505493,52.21661047,,plutonic,Granodiorite to quartz diorite,79,4,6,crystallization,U-Pb,zircon,LA-ICP-MS,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
SCB01-1401-1,-126.6109071,52.54747875,,volcanic,Basalt flows,77.7,1.8,1.8,cooling,Ar-Ar,hornblende,Laser step heating,"University of British Columbia
for Isotopic and Geochemical Research (UBC)",BCGS Geoscience Map GM2006-07,"Haggart, J. W., Diakow, L.J., Mahoney, J.B., Woodsworth, G.J., Struik, L.C., Gordee, S.M., Israel, S., Hooper, R. L., van der Heyden, P., Rusmore, M., Lett, R. E., Ceh, M., Hastings, N.L. and Wagner, C.
J.W. Haggart, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, 
J.W. Haggart, L.J. Diakow, J.B. Mahoney, G.J. Woodsworth, L.C. Struik, S.M Gordee, S. Israel, R.L. Hooper, P. van"
